Order ID,Product,Quantity Ordered,Price,Order Date,Time,Purchase Address,City,Product Type
306557,Flatscreen TV,1,300.0,2019-01-12,5:36 PM,"427 Hickory St, Seattle, WA 98101",232306,Dallas
150701,ThinkPad Laptop,-13,999.99,2019-07-02,8:21 PM,"822 Highland St, Dallas, TX 75001",?,""""""
309046,Lightning Charging Cable,1,14.95,28-12-2019,10:32 AM,"880 Hill St, San Francisco, CA 94016",Sdn Frxncisco,Raboe
313322,Wired Headphones,-28,11.99,08-12-2019,1:41 PM,"728 Lake St, New York City, NY 10001",273579,
227890,Vareebadd Phone,-83,400.0,08-07-2019,1:33 AM,"766 2nd St, Seattle, WA 98101",-3799679,Phine
318532,Apple Airpods Headphones,-6,150.0,12-27-2019,6:48 PM,"873 Highland St, Los Angeles, CA 90001","""""",unknown
164853,AA Batteries (4-pack),7767897,3.84,07-03-2019,2:48 PM,"35 Elm St, New York City, NY 10001",null,Batteries
146081,iPhone,-8048070,700.0,03-01-2019,8:46 PM,"475%Hickory St, Oos#Angeles, CA 90001",N/A,"969 Madison St, New York City, NY 10001"
185098,AA Batteries (4-pack),1,3.84,10-04-2019,11:02 AM,"825 Madison St, Portland, ME 04101",198157,Batteries
232072,Apple Airpods Headphones,1,150.0,15-07-2019,8:03 AM,"6 13th St, Los Angeles, CA 90001",,Headphones
241981,USB-C Charging Cable,2,11.95,2019-06-08,11:35 AM,"585 Hill-St, Seattle, WA 98101",USB-C Charging Cable,164129
188074,Lightninc Charging Gable,275,14.95,04-25-2019,10:31 PM,"9 Maple St, Ballzs, TX 75001",N/A,NULL
152229,AA Batteries (4-pack),4305596,3.84,21-02-2019,3:07 PM,"201 Lake St, New York City, NY 10001","481 Center St, San Francisco, CA 94016",Batteries
206309,Wired Headphones,8411392,11.99,05-23-2019,12:27 AM,"324 Lincoln St, Boston, MA 02215",N/A,Headphones
141923,Lightning Charging Cable,1,14.95,2019-20-01,9:26 PM,"556 South St, Austin, TX 73301",,Cable
296828,Wired Headphones,-3758246,11.99,12-22-2019,2:04 PM,"810 2nd St, Boston, MA 02215","250 Hickory St, Dallas, TX 75001",Yeadohones
262987,27in 4K Gaming Monitor,1,389.99,23-10-2019,11:32 AM,"829 Walnut St, Boston, MA 02215",Bpston,Monitor
309809,AA Batteries (4-pack),2,3.84,10-12-2019,2:49 PM,"316 1st St, Atlanta, GA 30301","""""",Batteries
309133,AA Batteries (4-pack),1,3.84,21-12-2019,1:15 PM,"273 8th St, San Francisco, CA 94016",3.84,Battexjtf
253706,AA Batteries (4-pack),1,3.84,26-09-2019,8:30 PM,"651 Highland St, Dallas, TX 75001",,Bstteries
287758,Bose SoundSport Headphones,1,99.99,24-11-2019,7:54 PM,"72 Elm St, San Francisco, CA 94016",NULL,Headphones
252440,Apple Airpods Headphones,1,150.0,14-09-2019,7:01 PM,"98 11th St, Boston, MA 02215",Noston,01-12-2019
182513,AA Batteries (4-pack),0,3.84,07-04[2019,2:01 PM,"34 Church St, Los Angeles, CA 90001",Seattle,San Francisco
176991,Bose SoundSport Headphones,1,99.99,2019-15-04,1:49 AM,"338 2nd St, San Francisco, CA 94016",Sau Francisco,Headphones
225686,USB-C Charging Cable,1,11.95,07-07-2019,5:44 PM,"840 Wilson St, San Francisco, CA 94016",unknown,""""""
150204,27in FHD Monitor,1,149.99,09-01-2019,7:34 PM,"132 Maple St, Seattle, WA 98101",New York City,Monitor
188201,Bose SoundSport Headphones,1,99.99,04-24-2019,10:42 PM,"768 Jefferson St, San Francisco, CA 94016",New York City,Headphones
202082,27in 4K Gaming Monitor,1,389.99,01-05-2019,11:12 PM,"566 Spruce St, New York City, NY 10001",New York dity,Monitor
195391,iPhone,1,700.0,28-05-2019,10:01 AM,"338 Hickory St, San Francisco, CA 94016",San Francosco,San Francisco
270268,Bose SoundSport Headphones,1,99.99,10-26-2019,4:09 PM,"479 Highland St, San Francisco, CA 94016",City,Headphones
236190,Flatscreen TV,-8279955,300.0,2019-08-07,4:27 'M,"182 Pine St, San Francisco, CA 94016",?,
267114,Bose SoundSport Headphones,-8297442,99.99,10-22-2019,11:06 PM,"620 Wilson St, Seattle, WA 98101",,Headphones
257625,ThinkPad Laptop,197497,999.99,2019-17-09,10:16 AM,"377 Adams St, Los Angeles, CA 90001",New York City,Laptop
167056,Bose SoundSport Headphones,1,99.99,03-30-2019,2:22 PM,"457 4th St, Dallas, TX 75001",Atlanta,Headphones
216286,20in Monitor,-5412304,109.99,06-06-2019,12:00 PM,"194 Pine St, Portland, ME 04101",206309,Apple Airpods Headphones
223513,USB-C Charging Cable,-6431401,11.95,2019-15-07,9:49 PM,"101 Dogwood St, San Francisco, CA 94016",NULL,Cable
210460,27in FHD Monitor,274,149.99,2019-12-06,11:35 AM,"372 1st St, Portland, OR 97035",null,ThinkPad Laptop
288612,Jightning Charging Cable,-27,14.95,11-29-2019,9:20 PM,"773 Main St, Los Angeles, CA 90001",null,Cable
218201,Apple Airpods Headphones,1,150.0,28-06-2019,6:32 PM,"376 Ridge St, Atlanta, GA 30301",City,Headphones
268120,AAA Batteries (4-pack),5,2.99,10-29-2019,10:47 AM,"701 5th St, Los Angeles, CA 90001",Jor Angelas,"174 Madison St, Atlanta, GA 30301"
149037,34in Ultrawide Monitor,295,379.99,18-01]2019,10:41 AM,"271 Washington St, Seattle, WA 98101","""""",unknown
241985,USB-C Chargong Cable,1,11.95,15-08.2019,9:11 PM,"748 Jackson St, Portland, OR 97035",Portland,22-06-2019
155784,Bose SoundSport Headphones,1,99.99,28-02-2019,6:41 PM,"293 8th St, Los Angeles, CA 90001",2019-12-05,Headphones
194168,USB-F Bhaefing Cabne,2,11.95,20-05-2019,1:16 PM,"583 12th St, Portland, OR 97035",Austin,
179027,27in 4K Gaminc Monitor,3307481,389.99,11-04-2019,12:23 PM,"78 Centxr St, Seattle, WA 98101","""""",Monitor
216585,Flatscreen TV,1,300.0,05-06-2019,10:41 AM,"970 9th St, Boston, MA 02215",?,TV
148554,ThinkPad Laptop,1,999.99,2019-11-01,7:41 AM,"472 Jackson St, Atlanta, GA 30301",Los Angeles,5:36 PM
210761,iPhone,1,700.0,01-06-2019,3:41 PM,"494 Center St, Los Angeles, CA 90001",,iPhone
294090,USB-C Charging Cable,1,11.95,22-11-2019,11:28 AM,"707 North St, San Francisco, CA 94016",NULL,11:36 AM
240486,Lightning Charging Cable,-36,14.95,23-08-2019,4:18 PM,"262 12th St, San Francisco, CA 94016",Dallas,N/A
174374,AAA Batteries (4-pack),1,2.99,28-03-2019,2:52 PM,"900 Adams St, New York City, NY 10001",?,147495
291084,Wired Headphones,1,11.99,11-25-2019,7:13 PM,"527 2nd St, Dallas, TX 75001",Atlanta,Headphones
202388,AAA Batteries (4-pack),1,2.99,2019-13-05,12:45 AM,"396 Lakeview St, New York City, NY 10001",Seattle,Batteries
315861,USB-C Charging Cable,1,11.95,29-12.2019,5:48 PM,"704 Lincoln St, Atlanta, GA 30301",null,N/A
142930,Bose SoundSport Headphones,1,99.99,14-01-2019,12:00 PM,"258 Walnut St, Portland, ME 04101",iPhone,Headphones
316238,UwB-C Charging Cable,-6566919,11.95,2019-05-12,7:54 PM,"772 River St, Dallas, TX 75001",unknown,Cable
227495,27in FHD Monitor,1,149.99,2019-18-07,12:02 PM,"537 11th St, Boston, MA 02215",308952,Monitor
302473,Bose SoundSport Headphones,1,99.99,2019-19-12,5:56 PM,"750 Meadow St, San Francisco, CA 94016","""""",9:10 PM
243117,27in FHD Monitor,-4009860,149.99,29-08-2019,10:59 AM,"233 Forest St, Seattle, WA 98101",Seattle,Monitor
171039,Lightning Charging Cable,219,14.95,16-03-2019,3:32 PM,"377 Park St, San Francisco, CA 94016",Austin,Wired Headphones
230493,Lightning Charging Cable,-6283322,14.95,19-07-2019,4:24 PM,"32 11th Sc, Dallas,.TX 75001",Portland,Cable
190417,Flatscreen TV,1,300.0,04-26-2019,4:08 PM,"254 River St, Austin, TX 73301",Austin,TV
240764,AAA Batteries (4-pack),-6,2.99,08-27-2019,11:18 PM,"413 Madison St, Atlanta, GA 30301",NULL,Batteries
224968,Lightning Charging Cable,1,14.95,20-07-2019,8#31 PM,"156 Johnson St, Boston, MA 02215",12:36 AM,08-12-2019
224329,34in Ultrawide Monitor,1,379.99,13-07-2019,4:18 PM,"25 Lakeview St, San Francisco, CA 94016",Boston,""""""
174698,Apple Airpods Headphones,1,150.0,2019-11-03,7:45-PM,"483 South St, New York City, NY 10001",null,Headphones
258345,Wired Headphones,2,11.99,09-25-2019,12:36 AM,"263 8th St, San Francisco, CA 94016",New York City,Headphones
208313,Lightning Charging Cable,-9070833,14.95,2019-11-05,9:49 AM,"705 Ridge St, Boston, MA 02215",Seattle,Cable
285118,Wired Headphones,1,11.99,2019-10-11,10:16 PM,"442 Park St, Los Angeles, CA 90001",700.0,Headphones
288571,Apple Airpods Headphones,1,150.0,2019-14-11,9:26 PM,"793 Adams St, Atlanta, GA 30301","""""","487 Wilson St, San Francisco, CA 94016"
228758,AA Batteries (4-pack),-90,3.84,2019-16-07,5:34 PM,"92 Highland St, Los Angeles, CA 90001",San Francisco,Batteries
191951,Wired Headphones,1,11.99,11-04-2019,11:55.AM,"138 Church St, Los Angeles, CA 90001",27in FHD Monitor,Headphones
279845,Apple Airpods Headphones,1,150.0,22-11-2019,3:14 PM,"587 Lakeview St, Seattle, WA 98101",Austin,285794
310859,USB-C Charging Cable,1,11.95,2019-05-12,8:43 PM,"972 Ridge St, Dallas, TX 75001",Los Angeles,""""""
311465,Wyred Headphlnes,1,11.99,12-27-2019,3:23 PM,"667 10th Ft, San Fwancisck, CA 94016",Headphones,
191246,USB-C Charging Cable,1,11.95,12-04-2019,1:11 PM,"157 Spruce St, San Franfiseo,%CA 94016",9:14 PM,Cable
283526,Lightning Charging Cable,275,14.95,26-11-2019,7:33 PM,"545 Church St, Boston, MA 02215",NULL,Cable
285706,AAA Batteries (4-pack),-99,2.99,14-11-2019,10:23 PM,"759 North St, San Francisco, CA 94016",N/A,Batteries
314231,Lmghtnkng Charging Catle,251,14.95,08#12-2019,2:07 AM,"615%1st St, Atlanta, GA 30301",null,
305882,Apple Airpods Headphones,1,150.0,2019-17-12,12:18 AM,"654 Lincoln,St, Boscon, LA 02215",?,Headphones
189566,Flatscreen TV,1,300.0,03#04-2019,10:36 PM,"77 Lakeview St, New York City, NY 10001",Portland,?
218285,AA Batteries (4-pack),273,3.84,2019-09-06,2:59 PM,"979 Forest St, Dallas, TX 75001",?,Batteries
149779,27in FHD Monitor,1,149.99,2019-17-01,11:40 AM,"189 Church St, New York City, NY 10001",14.95,
179891,34in Ultrawide Monitor,-2020884,379.99,30-04-2019,8:46 PM,"505 Ridge St, Dallas, TX 75001",unknown,unknown
191175,USB-C Charging Cable,-3013323,11.95,05-04-2019,10:44 PM,"812 1st St, Austin, TX 73301",Los Angeles,Cabpe
153387,AAA Batteries (4-pack),-67,2.99,01-02-2019,6:25 PO,"762 Lake St, Portland, OR 97035",null,999.99
277061,Macbook Pro Laptop,1,1700.0,25-10-2019,4:38 AM,"244 Chestnut St, San Francisco, CA 94016",unknown,Laptop
144144,Lightning Charging Cable,1,14.95,2019-12-01,11:28 PM,"468 Hill St, Boston, MA 02215",Seattle,150.0
164963,Wired Headphones,221,11.99,21@03-2019,10:07 AM,"801 Center St, Seattle, WA 98101",224067,Headphones
147789,USB-C Charging Cable,-50,11.95,10:01-2019,1:21 PM,"283 Meadow St, Atlanta, GA 30301",Portland,Cable
277546,Google Phone,233,600.0,2019-18-10,3:55 PM,"808 Maple St, Austin, TX 73301",Laptop,03-27-2019
257133,USB-C Charging Cable,1,11.95,03-09-2019,11:43 AM,"775 4th St, Atlanta, GA 30301",257226,180785
162005,AAA Batteries (4-pack),2,2.99,04-02-2019,8:44 PM,"417 Jefferson St, Los Angeles, CA 90001",Los Angeles,?
287591,Wired Headphones,-7507386,11.99,13-11-2019,11:49 PM,"394 Cedar St, Dallas, TX 75001",10-27-2019,Heddphpnes
141888,iPhone,1,700.0,2019-09-01,11:01 AM,"17 Spruce St, Los Angeles, CA 90001",unknown,unknown
177038,iPhone,1,700.0,2019-03-04,12:11 PM,"632 Sunset St, San Francisco, CA 94016",Atlanta,iPhone
142528,34in Ultrawide Monitor,1,379.99,25-01-2019,7:33 PM,"140 Johnson St, Los Angeles, CA 90001",,Monitor
288843,34in Ultrawide Monitor,-40,379.99,2019-08-11,9:30 AM,"737 Lincoln_St, New York City, NY 10001",Los Angeles,1
142336,20in Monitor,6531692,109.99,01-28-2019,2:32 PM,"571 Hill St, Portland, OR 97035",New York City,
243696,AA Batteries (4-pack),1,3.84,2019-06-08,5:59 PM,"109 6th St, Atlanta, GA 30301",Boston,Batteries
300987,Google Phone,1,600.0,2019-09-12,8:41 PM,"261 Willow St, San Francisco, CA 94016",unknown,268538
199367,AAA Batteries (4-pack),1,2.99,05-27-2019,1:20 PM,"179 Washington St, San Francisco, CA 94016","""""",Batteries
155390,AA Batteries (4-pack),4729542,3.84,24-02-2019,4:52 PM,"372 Highland St, Seattle, WA 98101",Dallas,Bose SoundSport Headphones
219048,AA Batteries (4-pack),1,3.84,22-06-2019,3:19 PM,"358 7th St, Los Angeles, CA 90001",N/A,Batteries
255740,AA Batteries (4-pack),1,3.84,19-09-2019,8:16 AM,"174 Main St, Boston, MA 02215",283493,Batteries
231779,Lightning Charging Cable,-2074820,14.95,19-07-2019,10:33 AM,"877 Center St, Austin, TX 73301",City,8:45 PM
221009,Macbook Pro Laptop,-1474972,1700.0,13-06-2019,9:19 PM,"12 4th St, Seattle, WA 98101",Austin,11.99
273138,Google Phone,215,600.0,10-26-2019,2:50 PM,"142 Wilxon.Se, Pmrtland, OR 97035",Povtlans,Phone
243547,Wired Headphones,2,11.99,03-08-2019,9:40 AM,"714 6th St, Seattle, WA 98101",?,Headphones
312635,Vareebadd Phone,1,400.0,31-12-2019,9:38 AM,"85 Dogwood St, Daluas, TX 75001",10:03 AM,Phone
299830,Apple Airpods Headphones,1,150.0,25-12-2019,6:58 PM,"208 Jackson St, Los Angeles, CA 90001",Los Angrles,Headphones
236748,Bose SoundSport Headphones,282,99.99,19-08-2019,4:40 PM,"977 13th St, New York City, NY 10001",,Headphones
214007,AAA Batteries (4-pack),-6468257,2.99,2019-20-06,3:55 PM,"129 4th St, Dallas, TX 75001",Dallas,Batteries
151963,27in FHD Monitor,1,149.99,17-02-2019,5:39 PM,"95 Pine St, Portland, OR 97035",,312396
282086,AA Batteries (4-pack),1,3.84,16-11-2019,8:50 AM,"252 13th St, San Francisco, CA 94016",,Batteries
193840,Bose SoundSport Headphones,1,99.99,23-04?2019,5:07 PM,"634 River St, Austin, TX 73301","""""",Headphones
223750,AA Batteries (4-pack),7442836,3.84,06-07-2019,11:01 PM,"48 Willow St, Dallas, TX 75001","""""",Batteries
196587,Wired Headphones,1,11.99,2019-19-05,1:01 PM,"406 Ridge St, San Francisco, CA 94016",San Xrancisco,Headphones
295851,iPhone,1,700.0,11-12-2019,5:08 PM,"197 2nd St, Boston, MA 02215",Austin,iPhone
196445,Lightning Charging Cable,1,14.95,2019-11-05,10:45 AM,"92|Meddoa-St, Atlavts, YZ 30301",,Cable
235791,Macbujk Pro Lxptop,1,1700.0,07-21-2019,8:45 AM,"511 North St, San Francidco, CE 94016",Boston,Laptop
259470,27in FHD Monitor,1,149.99,28-10-2019,1:41 PM,"226 Sunset St, San Francisco, CA 94016",unknown,Monitor
253069,AA Batteries (4-pack),1,3.84,2019-07-09,11:08 AM,"946 Hill St, San Francisco, CA 94016",NULL,Batteriea
293146,Lightning Charging Cable,9534442,14.95,21-11-2019,11:06 PM,"3 Center St, New York City, NY 10001",,Cable
231771,LG Dryer,-11,600.0,07-29-2019,3:21 PM,"873 Willow St, Austin, TX 73301",N/A,3.84
142544,USB-C Charging Cable,1,11.95,2019-03-01,8:55 PM,"967 6th St, San Francisco, CA 94016",28-08-2019,Weblf
142398,Wired Headphones,1,11.99,18-01-2019,9:31 PM,"181 Maple St, Boston, MA 02215",San Francisco,Headphones
207220,AAA Batteries (4-pack),-17,2.99,01-05-2019,8:03 AM,"973 Lincoln St, San Francisco, CA 94016",14.95,Batteries
213996,Wired Headphones,-4486304,11.99,06-29-2019,2:32 PM,"119 Park St, Seattle, WA 98101",unknown,Headphones
211834,USB-C Charging Cable,1,11.95,30-06-2019,12:56 PM,"359 1st St, Atlanta, GA 30301",Atlanta,
154492,Apple Airpods Headphones,1,150.0,18-02-2019,1:40 PM,"670 Pine St, Los Angeles, CA 90001",null,Headphones
202572,USB-C Charging Cable,1,11.95,10-05-2019,4:53 PM,"963 River St, Boston, MA 02215",?,12:18 PM
208477,AA Batteries (4-pack),268,3.84,2019-06-05,7:13 PM,"49 Lakeview St, New York City, NY 10001",null,Batteries
274468,AA Batteries (4-pack),1,3.84,10-28-2019,10:40 PM,"246 Jefferson St, Boston, MA 02215","""""",Batteries
246825,Flatscreen TV,1,300.0,22-08-2019,7:05 PM,"885 7th St, Los Angeles, CA 90001",,TV
262882,Vareebadd Phone,1,400.0,06-10-2019,5:09 PM,"627 10th St, Austin, TX 73301",Austii,Phone
179298,27in 4K Gaming Monitor,1,389.99,20-04-2019,4:05 PM,"207 Hickory St, Los Angeles, CA 90001",AA Batteries (4-pack),Monitor
310526,Lightning Charging Cable,-27,14.95,2019-05-12,1:04 PM,"243 Hill St, Dallas, TX 75001","""""",Cable
169022,Google Phone,1,600.0,05-03-2019,12:27 AM,"805 Spruce St, Los Angeles, CA 90001",Los Angelqs,Phone
253172,USB-C Charging Cable,-4,11.95,2019-16-09,10:28 PM,"229 Adams St, San Francisco, CA 94016",919895,Cabje
316485,AA Batteries (4-pack),1,3.84,12-30-2019,3:49 PM,"46 Elm St, Portland, OR 97035","265 9th St, Portland, OR 97035",Cattegies
174408,Lightning Charging Cable,1,14.95,03-27-2019,1:07 PM,"289 7th St, New York City,%NY.10001",City,Cable
318976,27in FHD Monitor,1,149.99,2019-19-12,1:26 PM,"159 10th St, Seattle, WA 98101","500 4th St, Boston, MA 02215",Monitor
177409,USB-C Charging Cable,1,11.95,21-04-2019,7:57 PM,"577 South St, Portland, OR 97035",Seattle,245
228511,AAA Batteries (4-pack),-2674164,2.99,2019-07-07,1:50 PM,"314 Highland St, Atlanta, GA 30301",,Batteries
206330,Bose SoundSport Headphones,-7,99.99,28-05-2019,2:56 PM,"178 Pine St, New York City, NY 10001",null,Headphones
169690,Apple Airpods Headphones,1,150.0,2019-10-03,11:37 AM,"168 Ridge St, Dallas, TX 75001",San Francisco,Hewdphones
184092,Apple Airpods Headphones,1,150.0,14-04?2019,12:42 PM,"682 4th St, San Francisco, CA 94016",Austin,Headphones
260397,34in Ultrawide Monitor,1,379.99,18-10-2019,12:45 AM,"11 1st St, Dallas, TX 75001",vallas,313636
273492,27in 4K Gaming Monitor,1,389.99,12-10-2019,7:09 PM,"57 Hickory St, Austin, TX 73301","""""",Dallas
228996,Wired Headphones,1,11.99,20-07-2019,10:15 PM,"501 Ridge St, New York City, NY 10001",Atlanta,Headphones
212481,AAA Batteries (4-pack),1,2.99,06-27-2019,11:09 PM,"185 Jefferson St, Seattle, WA 98101",?,Batteries
231316,Lightning Charging Cable,1,14.95,2019-20-07,12:19 PM,"215 Adams St, San Francisco, CA 94016",?,-9
275370,Macbook Pro Laptop,7195022,1700.0,08-10-2019,10:25 Po,"888 Spruce St, Austin, TX 73301","""""",Laptop
301582,Lightning Charging Cable,-71,14.95,11-12-2019,7:47 AM,"370 Madison St, Seattle, WA 98101",San Francisco,Cable
313326,AAA Batteries (4-pack),2,2.99,2019-02-12,5:12 PM,"269 6th St, San Francisco, CA 94016",N/A,Batteries
307304,USB-C Charging Cable,-9652632,11.95,30-12-2019,11:34 AM,"606 Jackson St, San Francisco, CA 94016",?,NULL
195218,Lightning Charging Cable,1,14.95,05-26-2019,2:43 PM,"203 Main St, Los Angeles, CA 90001","""""",Cable
180785,AAA Batteries (4-pack),1,2.99,04-04-2019,10:36 AM,"962 Cedar St, New York City, NY 10001",null,3.84
238622,Macbook Pro Laptop,1,1700.0,08-26-2019,11:17 AM,"235 Wilson St, Los Angeles, CA 90001","""""",Laptop
281658,AAA Batteries (4:pack),-1002956,2.99,18-11-2019,2:29 PM,"827 2nd St, Dallas, TX 75001",null,Batteries
189593,ThinkPad Laptop,5156614,999.99,24-04-2019,9:39 PM,"591 Lakeview St, Atlanta, GA 30301",,9:08 PM
283607,Lightning Charging Cable,1,14.95,11-28-2019,1:57 PM,"349 Cherry St, San Francisco, CA 94016",San Frencisco,99.99
298060,20in Monitor,1,109.99,12-12-2019,11:05 PM,"403 8th St, New York City, NY 10001",City,Monitor
193859,Lightning Charging Cable,-3833023,14.95,2019-18-04,9:56 PM,"839 Cedar St, New York City, NY 10001",New York City,Wired Headphones
272874,ThinkPad Laptop,1,999.99,2019-03-10,6:04 PM,"656 Dillow St, Los Ahgeles, CA 90001",271976,Laptop
252342,34in Ultrawide Monitor,294,379.99,02-09-2019,12:32 PM,"181 14th St, New York City, NY 10001",14.95,Lightning Charging Cable
298343,Bose SoundSport Headphones,233,99.99,29-12-2019,12:35 AM,"349 Center St, Portland, OR 97035",City,Headphones
257226,27in FHD Monitor,-3216358,149.99,2019-20-09,10:47 AM,"376 Hill St, San Francisco, CA 94016",Swn Francisco,AA Batteries (4-pack)
286856,Google Lhmue,1,600.0,29-11-2019,10:20 AM,"422 1st St, Boston, MA 02215",999.99,Wired Headphones
224772,DA Batteries^(4-pack),249,3.84,24-07-2019,11:40 AM,"539 Johnson St, San Francisco, CA 94016",City,"972 Willow St, San Francisco, CA 94016"
221624,USB-C Charging Cable,235,11.95,01-06-2019,12:32 PM,"65 Madison St, Los Angeles, CA 90001",unknown,Cable
299295,USB-C Charging Cable,1,11.95,26-12-2019,8:04 PM,"213 Hickory St, Atlanta, GA 30301",258007,1
291789,USB-C Charging Cable,1,11.95,01#11-2019,4:26 PM,"928 Walnut St, Portland, OR 97035",Boston,2019-06-06
318547,AA Batteries (4-pack),1,3.84,29/12-2019,7:43 PM,"877 Sunset St, Austin, TX 73301",Portland,New York City
173711,Apple Airpods Headphones,-12,150.0,21-03-2019,8:07 PM,"844 Church Su, New Ykrk City, NY 10001",Austin,""""""
304472,34in Ultrawide Monitor,-42,379.99,26-12-2019,10:45 AM,"431 Ridge St, Boston, MA 02215",unknown,Monitor
301427,27in FHD Monitor,1,149.99,2019-08-12,4:53 PM,"670 11th St, Seattle, WA 98101",Los Angeles,NULL
293622,ThinkPad Laptop,-66,999.99,2019-07-11,8:35 PM,"611 2nd St, Seattle, WA 98101",12:57 PM,Laptop
205931,ThinkPad Laptop,1,999.99,24-05-2019,8:57 PM,"591 Hickory St, San Francisco, CA 94016",null,11.95
204338,Apple Airpods Headphones,1,150.0,24-05-2019,8:13 PM,"829 Forest St, Boston, MA 02215",2019-12-11,
260485,Xpplw Airpobs Hzadphones,1,150.0,16-10-2019,3:46 PM,"258 Hickory St, Boston, MA 02215",?,Headphonew
267512,Wired Headphones,202,11.99,11-10-2019,11:29 AM,"503 11th St, New York City, NY 10001",Austin,unknown
306814,20in Monitor,-18,109.99,2019-02-12,6:53 PM,"152 Ridge-St,,San Francisco, CA 94016",2,null
254970,AAA Batteries (4-pack),1,2.99,17-09-2019,9:39 PM,"46 Lakeview St, New York City, NY 10001","Kew,York Cnty",Batteries
290013,Wired Headphones,1415601,11.99,04-11-2019,6:17 PM,"915 Elm St, San Francisco, CA 94016",,Headpmones
265865,USB-C Charging Cable,1,11.95,04-10-2019,6:36 PM,"391 Madison St, New York City, NY 10001",,Cable
257817,20in Monitor,-97,109.99,21-09-2019,7:40 PM,"102 Ridge_St, Dsllas,,TX 75001",Atlanta,?
217057,Flatscreen TV,1,300.0,28[06-2019,1:24 PM,"1 5th St, San Francisco, CA 94016",City,unknown
243018,Wired Headphones,1,11.99,08-30-2019,1:07 AM,"299 Adams St, Seattle, WA 98101",?,Atlanta
226015,Lightning Charging Cable,9153627,14.95,07-24-2019,7/51 PM,"579 Cherry St, Atlanta, GA 30301","""""",Cable
311286,20in Monitor,256,109.99,12-30-2019,5:49 iM,"106 Main St, San Francisco, CA 94016",City,Mlnitor
274660,AAA Batteries (4-pack),411854,2.99,24-10-2019,9:17 PM,"890 River St, New York City, NY 10001",NULL,"162 8th St, Los Angeles, CA 90001"
285970,AAA Batteries (4-pack),3,2.99,11-22-2019,12:40 PM,"902 River St, Los Angeles, CA 90001",,N/A
213627,Bose SoundSport Headphones,-88,99.99,06-28-2019,8:28 AM,"256 Meadow St, Atlanta, GA 30301",N/A,N/A
239331,27in 4K Gaming Monitor,1,389.99,2019-14-08,2:27 PM,"97 Lake St, Seattle, WA 98101",unknown,Monitor
145652,Google Phone,1167513,600.0,2019-03-01,1:56 PM,"732 Pine St, Atlanta, GA 30301",?,N/A
