Order ID,Product,Quantity Ordered,Price,Order Date,Time,Purchase Address,City,Product Type
185098,AA Batteries (4-pwck),-139612,3.84,2019-10-04,11:02 AM,"825 Mddisok$St, 'ortland,_ME/04101",New York City,""""""
232072,Apple Airpods Headphones,1,150.0,2019-15-07,8:03 AM,"6 13th St, Los Angeles, CA 90001",NULL,unknown
241981,USB-C Charging Cable,2,11.95,06-08-2019,11:35 AM,"585 Hyll St,^Seattle, WA 98101",11:08 AM,12:00 PM
188074,Lightning Charging Cable,-19,14.95,04-25-2019,10:31 PM,"9 Maple St, Dallas, TX 75001",City,Cwble
152229,AA Batteries (4-pack),-9671724,3.84,21]02-2019,3:07 PM,"201 Lcke St, New Ylri Chty, NY 10001",Austin,Batterles
206309,Wired Headphones,1,11.99,05-23-2019,12:27 AM,"324 Lincoln St, Boston, MA 02215",NULL,99.99
141923,Lightning Charging Cable,-502462,14.95,2019-20-01,9:26 PM,"556 South St, Austin, TX 73301",Atlanta,
296828,Wired Headphones,-39,11.99,12-22-2019,2:04 lM,"810 2nd St, Boston, MA 02215",unknown,Bose SoundSport Headphones
262987,27in 4K Gaming Monitor,-28,389.99,10-23-2019,11:32 AM,"829 Walnut St, Boston, MA 02215",Atlanta,Monntor
309809,AA Batteries (4-pack),-395178,3.84,2019-10-12,2:49 PM,"316 1st St, Atlanta, GA 30301",unknown,167721
309133,AA Batteries (4-pack),-1137949,3.84,12-21-2019,1:15 PM,"273 8th St, San Francisco, CA 94016",unknown,N/A
253706,AA Batteries (4-pack),1,3.84,09-26-2019,8*30 IM,"651 Highland St, Dallas, TX 75001",null,?
287758,Bose SoundSport Headphones,1,99.99,24-11:2019,7:54 PM,"72 Elm St, San Francisco, CA 94016",2019-06-06,?
252440,Apple Airpods Headphonew,1,150.0,2019-14-09,7:01 PM,"98 11th St, Boston, MA 02215",iPhone,217
182513,AA Batteries (4-pack),8421631,3.84,2019-07-04,2:01 PM,"34 Church St, Los Angeles, CA 90001",unknown,1
176991,Bose SoundSport Headphones,1,99.99,2019-15-04,1:49 AM,"338 2nd St, San Francisco, CA 94016",City,2019-18-06
225686,USB-C Charging Cable,252,11.95,2019-07-07,5:44 PM,"840 Wilson St, San Francisco, CA 94016",Seattle,Gable
150204,27in FHD Monitor,7775635,149.99,2019-09-01,7:34 PM,"132 Maple St, Seattle, WA 98101",N/A,Wired Headphones
188201,Bose SoundSport Headphones,2824084,99.99,04-24-2019,10:42 PM,"768 Jefferson St, San Francisco, CA 94016",N/A,""""""
202082,27in 4K Gaming Monitor,1,389.99,2019-01-05,11:12 [M,"566 Spruce St, New York City, NY 10001",null,Konitor
195391,iPhone,1,700.0,05-28-2019,10:01 AM,"338 Hickory St, San Francisco, CA 94016",Dallas,null
270268,Bose SoundSport Headphones,1,99.99,10-26-2019,4:09 PM,"479 Highland St, San Francisco, CA 94016",NULL,03-06-2019
236190,Flatscreen TV,1,300.0,2019-08-07,4:27 PM,"182 Pine St, San Francisco, CA 94016",N/A,""""""
267114,Bose|SoundSport Head[hones,295,99.99,10-22-2019,11:06 PM,"620 Wilson St, Seattle, WA 98101",Boston,New York City
257625,ThinkPad Laptop,-3359023,999.99,17-09-2019,10:16 AM,"377 Adams St, Los Angeles, CA 90001","""""",10:17 AM
167056,Bose FoundSport Ieadphones,8379418,99.99,03-30-2019,2:22 PM,"457 4th St, Dallas, TX 75001",8:01 PM,City
216286,20in Monitor,-31,109.99,2019-06-06,12:00 PM,"194 Pine St, Portland, ME 04101",N/A,7:50 PM
223513,USB-C Charging Cable,9469499,11.95,2019-15-07,9:49 PM,"101 Dogwood St, San Francisco, CA 94016",,null
210460,27in FHD Monitor,256,149.99,2019-12-06,11:35 AM,"372|1sr Sj, Pogtlznd, JR 97035",?,unknown
288612,Lightning Charging Cable,5482202,14.95,11-29-2019,9:20 PM,"773 Main St, Los Angelds, SA 90001",NULL,NULL
218201,Apple Airpods Headphones,202,150.0,06-28-2019,6:32 PM,"376 Ridge St, Atlanta, GA 30301",?,null
268120,AAA Batteries (4-pack),232,2.99,29-10-2019,10:47 AM,"701 5th St, Los Angeles, CA 90001",N/A,9:42 AM
149037,34iu Ultrawide Monitor,-74,379.99,2019-18-01,10:41 AM,"271 Washington St, Seattle, WA 98101",null,NULL
241985,USB-C Charging Cable,1,11.95,2019-15-08,9:11 PM,"748 Jackson St, Portland, OR 97035",Los Angeles,New York City
155784,Bose SoundSport Headphones,7388459,99.99,02-28-2019,6:41 Pj,"293 8th St, Los Angeles, CA 90001",City,149.99
194168,ISB-C Charging/Cable,-2366462,11.95,2019-20-05,1:16 PM,"583 12th St, Portland, OR 97035","""""",10:02 PM
179027,27in 4K Baming/Monitor,5720021,389.99,2019-11-04,12:23 PM,"78 Center St, Seattje, WA-98101",null,N/A
216585,Flatscreen TV,-73,300.0,2019-05-06,10:41 AM,"970 9th St, Boston, MA 02215",NULL,"762 Highland St, Portland, OR 97035"
148554,ThinkPad Laptop,9342261,999.99,2019-11-01,7:41 AM,"472 Jackson St, Atlanta, GA 30301",Portland,?
210761,iPhone,1,700.0,2019-01-06,3:41 PM,"494 Center St, Los Angeles, CA 90001",?,"459 14th St, Boston, MA 02215"
294090,UDB-C Charging Cable,-4,11.95,11-22-2019,11:28 AM,"707 North St, San Francisco, CA 94016",?,Cacle
240486,Lightning Charging Cable,1025316,14.95,08-23-2019,4:18 PM,"262 12th St, San Francisco, CA 94016",,Lightning Charging Cable
174374,AAA Batteries (4-pack),224,2.99,03-28-2019,2[52 PM,"900 Adams St, New York City, NY 10001",NULL,270124
291084,Wired Headphones,1975268,11.99,25-11[2019,7:13 PM,"527 2nd St, Dallas, TX 75001",Portland,1
202388,AAA Batteries (4-pack),1,2.99,13-05-2019,12:45 AM,"396 Lakeview St, New York City, NY 10001",Dallas,Portland
315861,UST-C Chargitg Cabme,223,11.95,29-12-2019,5:48 PM,"704 Lincoln St, Atlanta, GA 30301",San Francisco,wable
142930,Bose SoundSport Headphones,-44,99.99,14-01-2019,12:00 PM,"258 Walnut St, Portland, ME 04101",New York City,217025
316238,USB-C Charging Cable,4366503,11.95,2019-05-12,7:54 PM,"772 River Sj, Dallas, TX 75001",N/A,null
227495,27in FHD Monitor,7274144,149.99,18-07#2019,12:02 PM,"537 11th St, Boston, MA 02215",unknown,Atlanta
302473,Bose SoundSport Headphones,-3116960,99.99,19-12-2019,5:56 PM,"750 Meadow St, San Francisco, CA 94016","""""",""""""
243117,27in FHD Monitor,-3622962,149.99,29-08-2019,10:59 AM,"233 Forest St, Seattle, WA 98101",N/A,150.0
171039,Lightning Charging Cable,-41,14.95,16-03-2019,3:32 PM,"377 Park St, San Francisco, CA 94016",,Lightning Charging Cable
230493,Lightning Charging Cable,276,14.95,2019-19-07,4:24 PM,"32 11th St, Dallas, TX 75001",Boston,600.0
190417,Flatscreen TV,205,300.0,26-04@2019,4:08 PM,"254 River St, Austin, TX 73301",NULL,16-08-2019
240764,AAA Batteries (4-pack),1,2.99,27/08-2019,11:18 PM,"413 Madison St, Atlanta, GA 30301",NULL,240
224968,Lightning Charging Cable,1,14.95,20-07-2019,8:31 PM,"156 Johnson St, Boston, MA 02215",?,5:02 PM
224329,34in Ultrawide Monitor,-5909021,379.99,13-07-2019,4:18 PM,"25 Lakwview St, San Franwusco, CD%94016",unknown,1
174698,Apple Airpods Headphones,1,150.0,2019-11-03,7:45 PK,"483 South St, New York City, NY 10001",N/A,14.95
258345,Wired Headphones,2,11.99,09-25-2019,12:36 DM,"263 8th St, San Francisco, CA 94016",?,""""""
208313,Lightning Charging Cable,-61,14.95,2019-11-05,9:49 AM,"705 Ridge St, Boston, MA 02215",City,"753 West St, New York City, NY 10001"
285118,Wired Headphones,1,11.99,2019-10-11,10:16 PM,"442 Park St, Los Angeles, CA 90001",NULL,USB-C Charging Cable
288571,Apple Airpods Headphones,257,150.0,2019-14-11,9:26 PM,"793 Adams St, Atlanta, GA 30301",Austin,"125 Elm St, Atlanta, GA 30301"
228758,AA Batteries (4-pack),5416578,3.84,16]07-2019,5:34 PM,"92 Highland St, Los Angeles, CA 90001",Seattle,06-11-2019
191951,Wired%Headphones,1,11.99,11-04-2019,11:55 AM,"138 Cmorch Sv, Los Qhgeles, CA 90001",Dallas,"503 River St, New York City, NY 10001"
279845,Apple Airpods Headphones,1,150.0,22-11-2019,3:14 PM,"587 Lakeview St, Seattle, WA 98101",NULL,NULL
310859,USB-C Charging Cable,5455582,11.95,2019-05-12,8:43 PM,"972 Ridge St, Dallas, TX 75001",Boston,34in Ultrawide Monitor
311465,Wired Headphones,1,11.99,27-12-2019,3:23 PM,"667 10th St, San Francisco, CA 94016",New York City,Haadphones
191246,USB-C Charging Cable,-38,11.95,2019-12-04,1:11 PM,"157 Spruce St, San Francisco, CA 94016",N/A,27in FHD Monitor
283526,Lightning Charging Cable,2,14.95,26*11-2019,7:33 PM,"545 Church St, Boston, MA 02215",unknown,-7108811
285706,AAA Batteries (4-pack),2,2.99,14-11-2019,10:23 PM,"759 North St, San Francisco, CA 94016",unknown,N/A
314231,Lightning Charging Cable,8396830,14.95,08[12-2019,2:07 AM,"615 1st St, Atlanta, GA 30301",Portland,NULL
305882,Appld Airppds Headphones,-9448633,150.0,17[12-2019,12:18 AM,"654 Lincoln St, Boston, MA 02215",null,null
189566,Flatscreen TV,-55,300.0,2019-03-04,10:36 PM,"77 Lakeview St, New York City, NY 10001",Dallas,""""""
218285,AA Batteries (4-pack),-6527245,3.84,09:06-2019,2:59 PM,"979 Forest St, Dallas, TX 75001",Seattle,unknown
149779,27in FHD Monitor,246,149.99,2019-17-01,11:40 Ao,"189 Church St, New York City, NY 10001",N/A,"939 Maple St, Los Angeles, CA 90001"
179891,34in Ultrawide Monltor,1,379.99,30/04-2019,8:46 PM,"505 Ridge St, Dallas, TX 75001","""""",Lightning Charging Cable
191175,USB-C Charging Cable,1,11.95,2019-05-04,10:44 PM,"812 1st St, Austin, TX 73301",,Austin
153387,AAA Battecies (4-pack),1,2.99,2019-01-02,6:25 PM,"762 Lake St, Portland, OR 97035",unknown,unknown
277061,Macbook Pro Laptop,1,1700.0,25@10-2019,4:38 AM,"244 Chestnut St, San Francisco, CA 94016",Atlanta,N/A
144144,Lightning Charging Cable,-52,14.95,2019-12-01,11:28 PM,"468 Hill St, Boston, MA 02215",NULL,2019-01-10
164963,Wired Hfaqphones,-2,11.99,03-21-2019,10:07$AM,"801 Center_St,!Seattje, WA 98101",Atlanta,Los Angeles
147789,USB-C Charging Caboe,-28,11.95,2019-10-01,1:21 PM,"283 Meadow St, Atlanta, GA 30301",null,307209
277546,Google Phone,1,600.0,18-10-2019,3:55 PM,"808 Maple St, Austin, TX 73301",?,unknown
257133,USB-C Charging Cable,-8842040,11.95,03-09#2019,11:43 AM,"775 4th St, Atlanha, GA%30301",Boston,14.95
162005,AAA Batteries (4-pack),7719703,2.99,2019-04-02,8:44 'I,"417 Jefferson St, Los Angeles, CA 90001",Dallas,10:02 PM
287591,Wired Headphones,8835726,11.99,13-11-2019,11:49 PM,"394 Cedar St, Dallas, TX 75001",Atlanta,Headphobes
141888,iPhone,-16,700.0,09-01-2019,11:01 AM,"17 Spruce St, Los Angeles, CA 90001",27in 4K Gaming Monitor,N/A
177038,iPhone,261,700.0,2019-03-04,12:11 PM,"632 Sunset St, San Francisco, CA 94016",Atlanta,2.99
142528,34in Ultrawide Monitor,-2345289,379.99,25-01-2019,7:33 PM,"140 Johnson St, Los Angeles, CA 90001",?,null
288843,34in Ultrawide Monitor,-75,379.99,08-11-2019,9:30 AM,"737 Lincoln St, New York City, NY 10001",?,11.95
142336,20in Monitor,1,109.99,28-01-2019,2:32 PM,"571 Hill St, Portland, OR 97035",268047,lonitor
243696,AA Batteries (4-pack),1,3.84,2019-06-08,5:59 PM,"109 6th St, Atlanta, GA 30301",NULL,Tatteries
300987,Google Phone,1,600.0,2019-09-12,8:41 lM,"261 Willow St, San Francisco, CA 94016",Austin,""""""
199367,AAA Batteries (4-pack),739681,2.99,27-05-2019,1:20 PM,"179 Washington St, San Francisco, CA 94016",Los Angeles,290146
155390,AA Batteries (4-pack),-41,3.84,24-02-2019,4:52 PM,"372 Highland St, Seattle, WA 98101",N/A,?
219048,ZA Batteries (4-pack),1,3.84,22-06-2019,3:19 PM,"358 7th St, Los Angeles, CA 90001","""""",172507
255740,AA Batteries (4-pack),1,3.84,2019-19-09,8:16 AM,"174 Main St, Boston, MA 02215",Atlanta,""""""
231779,Lightning Charging Cable,5521691,14.95,2019-19-07,10:33 AM,"877 Center St, Austin, TX 73301",,Vabke
221009,Macbook Pro Laptop,285,1700.0,2019-13-06,9:19 PM,"12 4th St, Seattle, WA 98101",unknown,Laktop
273138,Google Phone,1,600.0,26-10@2019,2:50 PM,"142 Wilson St, Portland, OR 97035",San Francisco,Portland
243547,Wired Headphones,1157190,11.99,03-08-2019,9:40 AM,"714 6th St, Seattle, WA 98101",null,NULL
312635,Vareebadd Phone,1,400.0,12-31-2019,9:38 AM,"85 Dogwood St, Dallas, TX 75001",Atlanta,""""""
299830,Apple Airpods Headphones,215,150.0,25-12-2019,6:58 PM,"208 Jackson St, Los Amgeles, CW 90001",,"183 Dogwood St, San Francisco, CA 94016"
236748,"Bose SoundSport,Headphones",-33,99.99,2019-19-08,4:40 PM,"977 13th St, New York City, NY 10001",,?
214007,AAA Batteries (4-pack),-3532425,2.99,20-06-2019,3:55 PM,"129 4th St, Dallas, TX 75001",,20in Monitor
151963,27in HHD Monivor,-5414694,149.99,17-02-2019,5:39 PM,"95 Pine St, Portland, OR 97035",NULL,"624 Jackson St, Dallas, TX 75001"
282086,AA Batteries (4-pack),998510,3.84,16-11-2019,8:50 AM,"252 13th St, San Francisco, CA 94016",N/A,NULL
193840,Bosv SoundSport Headphones,-3667097,99.99,04-23-2019,5:07 PM,"634 River St, Austin, TX 73301",,null
223750,AA Batteries (4-pack),2,3.84,2019-06-07,11:01 Pj,"48 Willow St, Dallas, TX 75001",Seattle,Battwries
196587,Wired Headphones,1,11.99,19-05-2019,1:01 PM,"406 Rpdhe St, San Francisco, CA 94016",null,274477
295851,iPhone,2496185,700.0,2019-11-12,5:08 PM,"197 2nd St, Boston, MA 02215",N/A,""""""
196445,Lightning Charging Cable,1,14.95,11-05-2019,10:45 AM,"92 Meadow St, Atlanta, GA 30301","""""",09-30-2019
235791,Macbook Pro Laptop,8930441,1700.0,21[07-2019,8:45 AM,"511 North St, San Francisco, CA 94016",null,9:36 AM
259470,27in FHD Monitor,-7354811,149.99,10-28-2019,1:41 PM,"226 Sunset Sh, San Francisco, CA 94016",null,379.99
253069,AA Batteries (4-pack),1,3.84,07-09-2019,11:08 AM,"946 Hill St, San Francisco, CA 94016",Portland,unknown
293146,Lightning Charging Cable,1,14.95,21-11-2019,11:06 PM,"3 Center St, New York City, NY 10001",NULL,Cablg
231771,LG Dryer,1,600.0,07-29-2019,3:21 PM,"873 Willow St, Austin, TX 73301",,1:57 PM
142544,USB-C Charging Cable,1,11.95,03-01-2019,8:55 PM,"967 6tk/St, San Fransisco, CA 94016",null,
142398,Wired Headphones,-8048751,11.99,2019-18-01,9:31 PM,"181 Maple St, Boston, MA 02215",N/A,149.99
207220,AAA Batteries (4-pack),-87,2.99,2019-01-05,8:03 AM,"973 Lincoln St, San Francisco, CA 94016",Boston,"701 Sunset St, Atlanta, GA 30301"
213996,Wired Headphones,1,11.99,29-06-2019,2:32 PM,"119 Park St, Seattle, WA 98101",San Francisco,2:33 PM
211834,USB-C Charging Cable,9953468,11.95,06-30-2019,12:56 PM,"359 1st St, Atlanta, GA 30301",Austin,
154492,Apple Airpods Headphones,-3593056,150.0,18-02-2019,1:40 PM,"670 Pine St, Los Angeles, CA 90001",unknown,14.95
202572,USB-C Crarging Cable,-47,11.95,10-05-2019,4:53 PM,"963 River St, Boston, MA 02215",New York City,2019-11-11
208477,AA Batteries (4-pack),5286223,3.84,06-05-2019,7:13 PM,"49 Lakeview St, New York City, NY 10001",NULL,unknown
274468,AA Batteries (4-pack),-965169,3.84,10-28-2019,10:40 PM,"246 Jefferson St, Boston, MA 02215",Dallas,5:16 PM
246825,Flatscreen TV,-8729010,300.0,08-22-2019,7:05 PM,"885 7th St, Los Angeles, CA 90001",Atlanta,7:13 PM
262882,Vareebadd Phone,1,400.0,06-10-2019,5:09 PM,"627 10th St, Austin, TX 73301",NULL,?
179298,27in 4K Gaming Monitor,1,389.99,2019-20-04,4:05 PM,"207 Hickory St, Los Angeles, CA 90001",Austin,27-08-2019
310526,Liggttitg Chargikg Cabpe,8041560,14.95,2019-05-12,1:04 PM,"243 Hill St, Dallas, TX 75001",New York City,"621 Maple St, Austin, TX 73301"
169022,Foogle Phmne,1,600.0,05-03?2019,12:27 AM,"805 Spruce St, Los Angeles, CA 90001",Seattle,N/A
253172,USB-C Cjavging Cable,1,11.95,16-09-2019,10:28 'M,"229 Adams St, San Francisco, CA 94016",?,N/A
316485,AA Battegpss (4-iack),252,3.84,30-12-2019,3:49 PM,"46 Elm St, Portland, OR 97035",?,null
174408,Lightning Charging Cable,-5419289,14.95,03-27-2019,1:07 PM,"289 7th St, New York City, NY 10001",N/A,iPhone
318976,27in FHD Monitor,6906278,149.99,2019-19-12,1:26 PK,"159 10th St, Seattle, WA 98101",15-09-2019,City
177409,USB-C Charging Cable,293,11.95,04-21-2019,7:57 PM,"577 South St, Portland, OR 97035",2019-20-12,
228511,AAA Batteries.(4-peck),9271408,2.99,2019-07-07,1:50 PM,"314 Highland St, Atlanta, GA 30301",N/A,
206330,Bose SoundSport Headphones,1,99.99,05-28-2019,2:56 PM,"178 Pine St, New York City, NY 10001",San Francisco,"22 Church St, Boston, MA 02215"
169690,Apple Airpods Headphones,1,150.0,2019-10-03,11:37 AM,"168 Ridge St, Dallas, TX 75001",NULL,null
184092,Apple Airpods Headphones,1,150.0,2019-14-04,12:42 PM,"682 4th St, San Francisco, CA 94016",N/A,2.99
260397,34in Ultrawide Monitor,-549647,379.99,2019-18-10,12:45 Aj,"11 1st St, Dallas, TX 75001",Seattle,
273492,27in 4K Gaming Monitor,1,389.99,12-10-2019,7:09 PM,"57 Hickory St, Austin, TX 73301",New York City,189337
228996,Wired Headphones,-1888081,11.99,20-07-2019,10:15 PM,"501 Ridge St, New York City, NY 10001",Atlanta,1
212481,AAA Batteries (4-pack),5862249,2.99,06-27-2019,11:09 PM,"185 Jefferson_St, Seadtle, WA 98101",Dallas,Battewies
231316,Lightning Charging Cable,3977452,14.95,20[07-2019,12:19 PM,"215 Adams St, San Francisco, CA 94016",Atlanta,AA Batteries (4-pack)
275370,Macbook Pro Laptop,-54,1700.0,2019-08-10,10:25-PM,"888 Spruce St, Austin, TX 73301","""""",Macbook Pro Laptop
301582,Lightning Charging Cable,1,14.95,2019-11-12,7:47 AM,"370 Madison St, Seattle, WA 98101",Austin,"417 Forest St, Los Angeles, CA 90001"
313326,AAA Batteries (4-pack),-95,2.99,02-12-2019,5:12 PM,"269 6th St, San Francisco, CA 94016",,null
307304,USB-C Charging Cable,243,11.95,12-30-2019,11:34 AM,"606 Jackson St, San Francisco, CA 94016",unknown,
195218,Lightning Charging Cable,-5674336,14.95,26-05-2019,2:43 PM,"203 Main St, Los Angeles, CA 90001",?,-39
180785,AAA Batteries (4-pack),-4872230,2.99,2019-04-04,10:36 AM,"962 Cedar St, New York City, NY 10001",null,?
238622,Macbook Pro Laptop,6109090,1700.0,08-26-2019,11:17 AM,"235 Wilson St, Los Angeles, CA 90001",Austin,5:39 PM
281658,AAA Batteries (4-pack),2,2.99,2019-18-11,2:29 PM,"827 2nd St, Dallas, TX 75001",City,10-24-2019
189593,ThinkPad Laptop,215,999.99,04-24-2019,9:39 PM,"591 Lakeview St, Atlanta, GA 30301",NULL,700.0
283607,Lightning Charging Cable,-1891154,14.95,11-28-2019,1:57 PM,"349 Cherry St, San Francisco, CA 94016",NULL,null
298060,20in Monitor,1,109.99,12-12-2019,11:05 PM,"403 8th St, New York City, NY 10001",Boston,N/A
193859,Lightning Charging Cable,286,14.95,2019-18-04,9:56 PM,"839 Cedar St, New York City, NY 10001",San Francisco,AAA Batteries (4-pack)
272874,ThinkPad Laptop,1,999.99,2019-03-10,6:04 PM,"656 Willow St, Los Angeles, CA 90001","""""",3:58 PM
252342,34in Ultrawide Monitor,-18,379.99,2019-02-09,12:32 PM,"181 14th St, New York City, NY 10001",Dallas,-18
298343,Bose SoundSport Headphones,1,99.99,12-29-2019,12:35 AM,"349 Center St, Portland, OR 97035",unknown,316634
257226,27in FHD Monitor,1,149.99,2019-20-09,10:47 AM,"376 Hill St, San Francisco, CA 94016","""""",?
286856,Google Phone,6352631,600.0,11-29-2019,10:20 AM,"422 1st St, Boston, MA 02215",null,N/A
224772,AA Batteries (4-pack),-52,3.84,24-07-2019,11:40 AM,"539 Johnson St, San Francisco, CA 94016",Austin,null
221624,USB-C Charging Cable,1,11.95,01-06-2019,12:32 PM,"65 Madison St, Los Angeles, CA 90001",unknown,-18
299295,USB-C Charging Cable,-271996,11.95,12-26-2019,8:04 PM,"213 Hickiry St, Atlanta, GA 30301",?,"161 Meadow St, San Francisco, CA 94016"
291789,USB-C Charging Cable,8547536,11.95,2019-01-11,4:26 PM,"928 Walnut St, Portland, OR 97035",unknown,
318547,AA Batteries (4-pack),1,3.84,29-12-2019,7:43 PM,"877 Sunset St, Austin, TX 73301",New York City,""""""
173711,Apple Airpods Headphones,-24,150.0,03-21-2019,8:07 PM,"844 Church St, New York City, NY 10001",Atlanta,34in Ultrawide Monitor
304472,34in Kltrawide Monitor,1,379.99,12-26-2019,10:45 AM,"431 Ridge St, Boston, MA 02215",NULL,3:50 PM
301427,27in FHD.Mobitor,224,149.99,2019-08-12,4:53 PM,"670 11th St, Seattle, WA 98101",null,null
293622,ThinkPad Laptop,7898485,999.99,2019-07-11,8:35 PM,"611 2nd St, Seattle, WA 98101",Dallas,Laptip
205931,ThinkPad Laptop,1,999.99,24-05-2019,8:57 PM,"591 Hickory St, San Francisco, CA 94016",?,8:44 AM
204338,Apple Airpods Headphones,1,150.0,24-05-2019,8:13 PM,"829 Forest St, Boston, MA 02215",,06-21-2019
260485,Apple Airpods Headphones,1,150.0,16@10-2019,3@46 PM,"258 Hickory St, Boston, MA 02215",Seattle,N/A
267512,Wired Headphones,291,11.99,11/10-2019,11:29 AM,"503 11th St, New York City, NY 10001",unknown,215930
306814,20in Monitor,8404425,109.99,2019-02-12,6:53.PM,"152 Ridge St, San Francisco, CA 94016",NULL,iPhone
254970,AAA Batteries (4-pack),-78,2.99,2019-17-09,9:39 PM,"46 Lakeview St, New York City, NY 10001",iPhone,""""""
290013,Wired Headphones,-20,11.99,2019-04-11,6:17 PM,"915 Elm St, San Francisco, CA 94016",N/A,N/A
265865,USB-C Charging Cable,5973955,11.95,2019-04-10,6:36 PM,"391 Madison St, New York City, NY 10001",null,181555
257817,20in Monitor,1,109.99,09-21-2019,7:40 PM,"102 Ridge St, Dallas, TX 75001",unknown,
217057,Flatscreen TV,1,300.0,06-28-2019,1:24 PM,"1 5th St, San Francisco, CA 94016",?,AA Batteries (4-pack)
243018,Wired Headphones,2495236,11.99,08-30-2019,1:07 WM,"299 Adams St, Seattle, WA 98101",N/A,2019-19-10
226015,Lightning Charging Cable,1,14.95,07-24-2019,7:51 PM,"579 Cherry St, Atlanta, GA 30301",?,8:25 AM
311286,20in Monitor,1,109.99,12-30-2019,5:49 PM,"106 Main St, San Francisco, CA 94016","""""",unknown
274660,AAA Batteries (4-pack),4,2.99,10-24-2019,9:17 PM,"890 River St, New York City, NY 10001",?,NULL
285970,AAA Batteries (4-pack),3,2.99,22-11-2019,12:40 PM,"902 River St, Los Angeles, CA 90001",Boston,N/A
